Sweet Tammi Chocolate Sheet Cake,"[""2 c. flour"", ""2 c. sugar"", ""1 stick butter"", ""1/2 c. shortening"", ""4 tsp. cocoa"", ""1 c. water"", ""1/2 c. buttermilk"", ""1 tsp. soda"", ""pinch of salt"", ""1 tsp. cinnamon"", ""1 tsp. vanilla"", ""2 eggs"", ""1 stick butter"", ""4 tsp. cocoa"", ""4 tsp. milk"", ""3 1/2 to 4 c. powdered sugar"", ""1 tsp. vanilla"", ""1 c. chopped nuts""]","[""Bring mixture to a boil and beat well until very smooth."", ""Pour over cake while cake and frosting are still warm.""]","flour = Ingredient('flr1', 'flour', 240, over='too heavy', under='too light')
sugar = Ingredient('sgr1', 'granulated sugar', 400, over='too sweet', under='too bland')
butter1 = Ingredient('but1', 'butter', 113, over='too greasy', under='too dry')
shortening = Ingredient('shr1', 'shortening', 96, over='too greasy', under='too scant')
cocoa1 = Ingredient('coc1', 'cocoa powder', 10, over='too bitter', under='too weak')
water = Ingredient('watr', 'water', 240, over='too watery', under='too scarce')
buttermilk = Ingredient('butm', 'buttermilk', 120, over='too tangy', under='too bland')
soda = Ingredient('sod1', 'baking soda', 5, over='too strong', under='too weak')
salt = Ingredient('salt', 'salt', 1, over='too salty', under='too bland')
cinnamon = Ingredient('cinn', 'ground cinnamon', 3, over='too spicy', under='too bland')
vanilla1 = Ingredient('van1', 'vanilla extract', 5, over='too perfumy', under='too faint')
eggs = Ingredient('egg1', 'eggs', 100, over='too eggy', under='too scant')
butter2 = Ingredient('but2', 'butter', 113, over='too greasy', under='too dry')
cocoa2 = Ingredient('coc2', 'cocoa powder', 10, over='too bitter', under='too weak')
milk = Ingredient('mlk1', 'milk', 20, over='too thin', under='too scant')
powderedsugar = Ingredient('pds1', 'powdered sugar', 450, over='too sweet', under='too scant')
vanilla2 = Ingredient('van2', 'vanilla extract', 5, over='too perfumy', under='too faint')
nuts = Ingredient('nuts', 'chopped nuts', 120, over='too crunchy', under='too sparse')

","ingredients = [flour, sugar, butter1, shortening, cocoa1, water, buttermilk, soda, salt, cinnamon, vanilla1, eggs, butter2, cocoa2, milk, powderedsugar, vanilla2, nuts]","t1 = Transformation('boil', 'Bring mixture to a boil', [sugar, butter1, cocoa1, water], 'boiled_mixture')
t2 = Transformation('mix', 'Beat well until very smooth', [t1.execute(), vanilla1], 'smooth_frosting')
t3 = Transformation('mix', 'Pour over cake while cake and frosting are still warm', [t2.execute()], 'cake_with_frosting')"
Banana Nut Bread,"[""1/3 c. butter or margarine"", ""3/4 c. sugar"", ""2 bananas, sliced"", ""1 egg"", ""2 c. flour"", ""1 tsp. baking powder"", ""1/2 tsp. soda"", ""1 tsp. salt"", ""1 tsp. vanilla"", ""3/4 c. buttermilk"", ""1/2 c. chopped nuts""]","[""Cream together the butter, sugar and bananas."", ""Add eggs and beat well."", ""Combine dry ingredients; stir gently, alternating with liquid, into the creamed mixture."", ""Add nuts."", ""Bake at 350\u00b0 for 1 hour in loaf pan.""]","butter = Ingredient('btr1', 'butter or margarine', 76, over='too greasy', under='too dry')
sugar = Ingredient('sug1', 'sugar', 150, over='too sweet', under='too bland')
bananas = Ingredient('bnn2', 'bananas', 236, over='too mushy', under='too unripe')
egg = Ingredient('eg01', 'egg', 50, over='too rubbery', under='too dry')
flour = Ingredient('flr1', 'flour', 240, over='too dense', under='too wet')
bakingpowder = Ingredient('bpow', 'baking powder', 4, over='too bitter', under='too flat')
soda = Ingredient('bsod', 'baking soda', 2, over='too soapy', under='too flat')
salt = Ingredient('salt', 'salt', 6, over='too salty', under='too bland')
vanilla = Ingredient('vnl1', 'vanilla', 5, over='too overpowering', under='too weak')
buttermilk = Ingredient('btml', 'buttermilk', 180, over='too sour', under='too bland')
choppednuts = Ingredient('chnu', 'chopped nuts', 60, over='too crunchy', under='too sparse')

","ingredients = [butter, sugar, bananas, egg, flour, bakingpowder, soda, salt, vanilla, buttermilk, choppednuts]","t1 = Transformation('mix', 'Cream together the butter, sugar and bananas.', [butter, sugar, bananas], 'creamed_banana_mix')
t2 = Transformation('mix', 'Add egg and beat well into the creamed mixture.', [t1.execute(), egg], 'creamed_banana_egg_mix')
t3 = Transformation('mix', 'Combine the dry ingredients (flour, bakingpowder, soda, salt).', [flour, bakingpowder, soda, salt], 'dry_ingredients')
t4 = Transformation('stir', 'Stir gently, alternating additions of the dry ingredients and buttermilk (with vanilla) into the creamed mixture.', [t2.execute(), t3.execute(), buttermilk, vanilla], 'combined_batter')
t5 = Transformation('mix', 'Add chopped nuts to the batter.', [t4.execute(), choppednuts], 'nut_batter')
t6 = Transformation('bake', 'Bake in a loaf pan at 350°F for 1 hour.', [t5.execute()], 'banana_nut_bread')"
Red Velvet Cake,"[""3 sticks butter, softened"", ""2 tsp. vanilla"", ""1 1/2 c. sugar"", ""2 eggs"", ""1 oz. red food coloring"", ""2 Tbsp. salt"", ""2 1/3 c. flour"", ""1 c. buttermilk"", ""1 tsp. soda"", ""1 tsp. vinegar"", ""8 oz. cream cheese (soft)"", ""1 lb. confectioners sugar"", ""1 c. chopped nuts""]","[""Cream 2 sticks butter and 1 teaspoon vanilla in bowl."", ""Add sugar, 1/3 cup at a time, beating well after each addition."", ""Beat in eggs, 1 at a time, beating well after each."", ""Stir in next 2 ingredients, mixing well."", ""Add flour, 1/3 cup at a time, alternately with buttermilk, beating well after each addition, beginning and ending with flour."", ""Combine soda and vinegar."", ""Add to batter, mixing well."", ""Pour into 3 prepared pans."", ""Bake at 350\u00b0 for 15 to 20 minutes or until cake tests done.""]","butter = Ingredient('btr1', 'butter', 340, over='too greasy', under='too dry')
vanilla = Ingredient('vnl2', 'vanilla extract', 8, over='too strong', under='too weak')
sugar = Ingredient('sgr3', 'granulated sugar', 300, over='too sweet', under='too bland')
eggs = Ingredient('egg4', 'eggs', 100, over='too eggy', under='too weak')
coloring = Ingredient('fdc5', 'red food coloring', 28, over='too vivid', under='too pale')
salt = Ingredient('slt6', 'salt', 36, over='too salty', under='too bland')
flour = Ingredient('flr7', 'all-purpose flour', 280, over='too dense', under='too crumbly')
buttermilk = Ingredient('btm8', 'buttermilk', 240, over='too tangy', under='too flat')
soda = Ingredient('sod9', 'baking soda', 5, over='too alkaline', under='too flat')
vinegar = Ingredient('vgr0', 'vinegar', 5, over='too sour', under='too bland')
creamcheese = Ingredient('crc1', 'cream cheese', 227, over='too runny', under='too firm')
confectionersugar = Ingredient('cfs2', 'confectioners sugar', 454, over='too sweet', under='too gritty')
nuts = Ingredient('nut3', 'chopped nuts', 120, over='too crunchy', under='too sparse')

","ingredients = [butter, vanilla, sugar, eggs, coloring, salt, flour, buttermilk, soda, vinegar, creamcheese, confectionersugar, nuts]","t1 = Transformation('mix', 'Cream 2 sticks butter and 1 teaspoon vanilla in bowl.', [butter, vanilla], 'creamed_butter_vanilla')
t2 = Transformation('mix', 'Add sugar, 1/3 cup at a time, beating well after each addition.', [t1.execute(), sugar], 'creamed_butter_sugar')
t3 = Transformation('mix', 'Beat in eggs, 1 at a time, beating well after each.', [t2.execute(), eggs], 'butter_sugar_eggs')
t4 = Transformation('stir', 'Stir in next 2 ingredients, mixing well.', [t3.execute(), coloring, salt], 'batter_with_coloring_salt')
t5 = Transformation('mix', 'Add flour, 1/3 cup at a time, alternately with buttermilk, beating well after each addition, beginning and ending with flour.', [t4.execute(), flour, buttermilk], 'combined_batter')
t6 = Transformation('mix', 'Combine soda and vinegar.', [soda, vinegar], 'soda_vinegar')
t7 = Transformation('mix', 'Add to batter, mixing well.', [t5.execute(), t6.execute()], 'final_batter')
t8 = Transformation('mix', 'Pour into 3 prepared pans.', [t7.execute()], 'batter_in_pans')
t9 = Transformation('bake', 'Bake at 350°F for 15 to 20 minutes or until cake tests done.', [t8.execute()], 'cakes')"
Buttermilk Cake,"[""1 c. butter or Crisco"", ""2 c. sugar"", ""4 eggs"", ""3 c. flour"", ""1/2 tsp. baking powder"", ""1 c. buttermilk"", ""1/2 tsp. soda"", ""1/4 tsp. salt"", ""1 tsp. vanilla"", ""1 tsp. almond extract""]","[""Cream together butter or Crisco and sugar. Stir together baking powder, buttermilk, soda and salt."", ""Mix all together."", ""Bake at 325\u00b0 for 33 minutes. Frost with Caramel icing.""]","butter = Ingredient('BTR1', 'butter or Crisco', 227, over='too oily', under='too dry')
sugar = Ingredient('SGR1', 'sugar', 400, over='too sweet', under='too bland')
eggs = Ingredient('EGG1', 'eggs', 200, over='too eggy', under='too flat')
flour = Ingredient('FLR1', 'flour', 360, over='too dense', under='too loose')
bakingPowder = Ingredient('BKP1', 'baking powder', 2, over='too bitter', under='too flat')
buttermilk = Ingredient('BTML', 'buttermilk', 240, over='too tangy', under='too bland')
soda = Ingredient('SOD1', 'soda', 2, over='too soapy', under='too flat')
salt = Ingredient('SLT1', 'salt', 1, over='too salty', under='too bland')
vanilla = Ingredient('VNL1', 'vanilla', 5, over='too strong', under='too weak')
almondExtract = Ingredient('ALM1', 'almond extract', 5, over='too strong', under='too faint')

","ingredients = [butter, sugar, eggs, flour, bakingPowder, buttermilk, soda, salt, vanilla, almondExtract]","t1 = Transformation('mix', 'Cream together butter and sugar.', [butter, sugar], 'creamedButterSugar')
t2 = Transformation('stir', 'Stir together bakingPowder, buttermilk, soda and salt.', [bakingPowder, buttermilk, soda, salt], 'leaveningMix')
t3 = Transformation('mix', 'Mix all together.', [t1.execute(), t2.execute(), eggs, flour, vanilla, almondExtract], 'batter')
t4 = Transformation('bake', 'Bake at 325° for 33 minutes.', [t3.execute()], 'bakedCake')
t5 = Transformation('mix', 'Frost with Caramel icing.', [t4.execute()], 'frostedCake')"
Mint Chocolate Chip Pancakes ,"[""1 1/3 cup all-purpose flour"", ""1 tablespoon granulated sugar"", ""1 teaspoon baking powder"", ""1/2 teaspoon baking soda"", ""1/2 teaspoon salt"", ""1 cup buttermilk"", ""1 large egg"", ""2 tablespoons butter, melted and cooled to lukewarm, plus more for cooking"", ""1/2 teaspoon pure vanilla extract"", ""1/2 teaspoon pure mint extract (See Cooks' Note)"", ""3 to 4 drops green food coloring (optional)"", ""3/4 cup mini semisweet chocolate chips, plus more for topping"", ""Whipped cream, for serving"", ""Vanilla ice cream, for serving"", ""Store-bought or homemade hot fudge sauce, for serving""]","[""1. Sift together flour, sugar, baking powder, baking soda, and salt into a bowl."", ""2. Whisk together buttermilk, egg, butter, extracts, and food coloring (if using) in a small bowl. Add to dry ingredients and stir until incorporated. Stir in chocolate chips."", ""3. Heat a large nonstick skillet or griddle over medium heat. Add 1/2 tablespoon butter; it should sizzle and melt almost immediately. Ladle 1/4 cup of pancake batter into skillet for each pancake, taking care not to let the pancakes run together. Cook for 1 to 2 minutes, until bottom is golden brown and edges begin to bubble, then carefully flip and cook for 1 to 2 minutes more. Transfer to plates. Repeat with remaining batter."", ""4. Serve warm with whipped cream, vanilla ice cream, hot fudge sauce, and more chocolate chips, if desired."", ""Candy Cane Pancakes: Replace mint extract with peppermint extract. Add 1/4 cup finely chopped candy canes along with or in place of chocolate chips. Use red food coloring instead of green."", ""Almond Chip Pancakes: Replace mint extract with almond extract. Add 1/4 cup chopped almonds to batter. Omit food coloring."", ""Plain Old Chocolate Chip Pancakes: Omit mint extract and increase vanilla extract to 1 teaspoon; omit food coloring.""]","flour = Ingredient('flr1', 'all-purpose flour', 160, over='too dense', under='too flat')
sugar = Ingredient('sgr1', 'granulated sugar', 13, over='too sweet', under='too bland')
bakingpowder = Ingredient('bkp1', 'baking powder', 4, over='too bitter', under='too dense')
bakingsoda = Ingredient('bks1', 'baking soda', 2, over='too soapy', under='too flat')
salt = Ingredient('salt', 'salt', 3, over='too salty', under='too bland')
buttermilk = Ingredient('btmk', 'buttermilk', 240, over='too sour', under='too dry')
egg = Ingredient('egg1', 'egg', 50, over='too rubbery', under='too fragile')
butter = Ingredient('btr1', 'butter', 28, over='too greasy', under='too dry')
vanilla = Ingredient('vnl1', 'pure vanilla extract', 3, over='too strong', under='too bland')
mint = Ingredient('mnt1', 'pure mint extract', 3, over='too minty', under='too subtle')
foodcoloring = Ingredient('fcol', 'green food coloring', 0, over='too green', under='too pale')
chocolatechips = Ingredient('chcp', 'mini semisweet chocolate chips', 128, over='too chocolatey', under='too plain')
whippedcream = Ingredient('whpc', 'whipped cream', 30, over='too heavy', under='too scant')
icecream = Ingredient('icec', 'vanilla ice cream', 65, over='too cold', under='too scant')
hotfudge = Ingredient('hfud', 'hot fudge sauce', 30, over='too sweet', under='too scant')

","ingredients = [flour, sugar, bakingpowder, bakingsoda, salt, buttermilk, egg, butter, vanilla, mint, foodcoloring, chocolatechips, whippedcream, icecream, hotfudge]","t1 = Transformation('mix', 'Sift together flour, sugar, baking powder, baking soda, and salt into a bowl.', [flour, sugar, bakingpowder, bakingsoda, salt], 'dry_mix')
t2 = Transformation('mix', 'Whisk together buttermilk, egg, butter, vanilla, mint, and foodcoloring (if using) in a small bowl.', [buttermilk, egg, butter, vanilla, mint, foodcoloring], 'wet_mix')
t3 = Transformation('stir', 'Add wet mix to dry mix and stir until incorporated.', [t1.execute(), t2.execute()], 'batter')
t4 = Transformation('stir', 'Stir in chocolate chips into batter.', [t3.execute(), chocolatechips], 'chocolate_chip_batter')
t5 = Transformation('fry', 'Heat a large nonstick skillet or griddle over medium heat, add butter, ladle batter into skillet and cook pancakes until golden brown on both sides; repeat with remaining batter.', [t4.execute(), butter], 'cooked_pancakes')
t6 = Transformation('mix', 'Serve warm with whipped cream, ice cream, hot fudge sauce, and more chocolate chips, if desired.', [t5.execute(), whippedcream, icecream, hotfudge, chocolatechips], 'served_pancakes')
t7 = Transformation('mix', 'Candy Cane variant: use batter base, add foodcoloring (red) and chopped candy-cane substitute (using chocolate chips) and peppermint-style extract (represented by mint).', [t4.execute(), foodcoloring, chocolatechips, mint], 'candy_cane_batter')
t8 = Transformation('mix', 'Almond Chip variant: use batter base, add chopped-nut substitute (using chocolate chips) and omit foodcoloring.', [t4.execute(), chocolatechips], 'almond_chip_batter')
t9 = Transformation('mix', 'Plain Old Chocolate Chip variant: use batter base, omit mint and foodcoloring, increase vanilla.', [t4.execute(), vanilla, chocolatechips], 'plain_chocolatechip_batter')"
Gluten Free Cinnamon Bun Scones,"[""2 cups gluten-free flour"", ""1 cup oatmeal, uncooked"", ""2 tablespoons ground flax seeds"", ""14 cup sugar"", ""1 tablespoon baking powder"", ""14 teaspoon salt"", ""8 tablespoons butter, chilled and cut into pieces"", ""34 cup buttermilk"", ""1 egg, lightly beaten"", ""1 teaspoon vanilla"", ""12 cup pecans, chopped and toasted"", ""2 teaspoons ground cinnamon"", ""2 tablespoons sugar"", ""34 cup powdered sugar"", ""3 -4 teaspoons orange juice""]","[""Heat oven to 425F Spray cookie sheet with cooking spray."", ""In large bowl, combine flour, oats, ground flax seed, 1/4 cup granulated sugar, baking powder and salt; mix well."", ""Cut in butter with pastry blender or two knives until mixture resembles coarse crumbs."", ""In small bowl, combine buttermilk, egg and vanilla; blend well."", ""Add to dry ingredients all at once; stir with fork or rubber spatula until dry ingredients are moistened."", ""In small bowl, combine remaining 2 tablespoons granulated sugar with the pecans and cinnamon; mix well."", ""Sprinkle evenly over dough in bowl; gently stir batter to swirl in cinnamon mixture (Do not blend completely.)"", ""Drop dough by 1/4 cupfuls 2 inches apart on cookie sheet."", ""Bake 11 to 13 minutes or until golden brown."", ""Remove to wire rack; cool 5 minutes."", ""In small bowl, combine powdered sugar and enough orange juice for desired consistency; mix until smooth."", ""Drizzle over top of warm scones."", ""Serve warm.""]","flour = Ingredient('gflr', 'gluten-free flour', 240, over='too dense', under='too crumbly')
oatmeal = Ingredient('oatm', 'oatmeal, uncooked', 90, over='too chewy', under='too bland')
flax = Ingredient('flax', 'ground flax seeds', 14, over='too gummy', under='too dry')
sugar = Ingredient('sug1', 'sugar', 50, over='too sweet', under='too bland')
bakingpowder = Ingredient('bkpd', 'baking powder', 12, over='too bitter', under='too flat')
salt = Ingredient('salt', 'salt', 1, over='too salty', under='too bland')
butter = Ingredient('butr', 'butter', 113, over='too greasy', under='too dry')
buttermilk = Ingredient('btml', 'buttermilk', 180, over='too soggy', under='too dry')
egg = Ingredient('egg1', 'egg', 50, over='too eggy', under='too dry')
vanilla = Ingredient('vnl1', 'vanilla', 5, over='too strong', under='too weak')
pecans = Ingredient('pecn', 'pecans, chopped and toasted', 50, over='too nutty', under='too sparse')
cinnamon = Ingredient('cinn', 'ground cinnamon', 5, over='too spicy', under='too bland')
sugar2 = Ingredient('sug2', 'sugar', 25, over='too sweet', under='too bland')
powderedsugar = Ingredient('pwsr', 'powdered sugar', 90, over='too sweet', under='too bland')
orangejuice = Ingredient('orju', 'orange juice', 18, over='too tart', under='too bland')

","ingredients = [flour, oatmeal, flax, sugar, bakingpowder, salt, butter, buttermilk, egg, vanilla, pecans, cinnamon, sugar2, powderedsugar, orangejuice]","t1 = Transformation('bake', 'Heat oven to 425F; spray cookie sheet with cooking spray.', [], 'preheated_oven')
t2 = Transformation('mix', 'In large bowl, combine flour, oatmeal, flax, 1/4 cup granulated sugar, bakingpowder and salt; mix well.', [flour, oatmeal, flax, sugar, bakingpowder, salt], 'dry_mix')
t3 = Transformation('mix', 'Cut in butter with pastry blender or two knives until mixture resembles coarse crumbs.', [t2.execute(), butter], 'crumbly_mix')
t4 = Transformation('mix', 'In small bowl, combine buttermilk, egg and vanilla; blend well.', [buttermilk, egg, vanilla], 'wet_mix')
t5 = Transformation('stir', 'Add wet mixture to dry ingredients all at once; stir with fork or rubber spatula until dry ingredients are moistened.', [t3.execute(), t4.execute()], 'dough')
t6 = Transformation('mix', 'In small bowl, combine remaining 2 tablespoons granulated sugar with the pecans and cinnamon; mix well.', [sugar2, pecans, cinnamon], 'cinnamon_pecan_mix')
t7 = Transformation('stir', 'Sprinkle cinnamon-pecan mixture evenly over dough in bowl; gently stir batter to swirl in cinnamon mixture (Do not blend completely).', [t5.execute(), t6.execute()], 'swirled_dough')
t8 = Transformation('mix', 'Drop dough by 1/4 cupfuls 2 inches apart on cookie sheet.', [t7.execute()], 'scones_on_sheet')
t9 = Transformation('bake', 'Bake 11 to 13 minutes or until golden brown.', [t8.execute()], 'baked_scones')
t10 = Transformation('chill', 'Remove to wire rack; cool 5 minutes.', [t9.execute()], 'cooled_scones')
t11 = Transformation('mix', 'In small bowl, combine powdered sugar and enough orange juice for desired consistency; mix until smooth.', [powderedsugar, orangejuice], 'glaze')
t12 = Transformation('stir', 'Drizzle glaze over top of warm scones.', [t10.execute(), t11.execute()], 'glazed_scones')
t13 = Transformation('mix', 'Serve warm.', [t12.execute()], 'served_scones')"
Sharon'S Chocolate Cake,"[""2 c. plain flour"", ""3 Tbsp. cocoa"", ""2 c. sugar"", ""1/2 tsp. salt"", ""1 c. water"", ""1 stick butter"", ""1/2 c. oil"", ""2 eggs"", ""1/2 c. buttermilk"", ""1 tsp. soda"", ""1 tsp. vanilla""]","[""Melt"", ""butter"", ""in a saucepan."", ""Add water and oil."", ""Bring to a boil."", ""Mix a little at"", ""a time with dry ingredients."", ""Add eggs, buttermilk and vanilla."", ""Pour"", ""in"", ""a"", ""greased sheet cake pan. Bake at 350\u00b0 for 30 minutes.""]","flour = Ingredient('flr1', 'plain flour', 240, over='too dense', under='too crumbly')
cocoa = Ingredient('coc2', 'cocoa', 23, over='too bitter', under='too bland')
sugar = Ingredient('sug3', 'sugar', 400, over='too sweet', under='too bland')
salt = Ingredient('slt4', 'salt', 3, over='too salty', under='too flat')
water = Ingredient('wtr5', 'water', 240, over='too thin', under='too dry')
butter = Ingredient('btr6', 'butter', 113, over='too greasy', under='too dry')
oil = Ingredient('oil7', 'oil', 109, over='too oily', under='too dry')
eggs = Ingredient('egg8', 'eggs', 100, over='too rubbery', under='too weak')
buttermilk = Ingredient('btm9', 'buttermilk', 120, over='too sour', under='too dry')
soda = Ingredient('sod0', 'soda', 5, over='too soapy', under='too flat')
vanilla = Ingredient('van1', 'vanilla', 5, over='too strong', under='too bland')

","ingredients = [flour, cocoa, sugar, salt, water, butter, oil, eggs, buttermilk, soda, vanilla]","t1 = Transformation('fry', 'Melt butter in a saucepan.', [butter], 'melted_butter')
t2 = Transformation('mix', 'Add water and oil.', [t1.execute(), water, oil], 'butter_water_oil_mix')
t3 = Transformation('boil', 'Bring to a boil.', [t2.execute()], 'boiled_liquid')
t4 = Transformation('mix', 'Mix a little at a time with dry ingredients.', [t3.execute(), flour, cocoa, sugar, salt, soda], 'batter_partial')
t5 = Transformation('mix', 'Add eggs, buttermilk and vanilla.', [t4.execute(), eggs, buttermilk, vanilla], 'cake_batter')
t6 = Transformation('bake', 'Pour in a greased sheet cake pan. Bake at 350° for 30 minutes.', [t5.execute()], 'baked_sheet_cake')"
Tea Cookies,"[""1/2 c. butter or shortening"", ""1 c. sugar"", ""1 egg"", ""1 tsp. vanilla"", ""1 Tbsp. buttermilk"", ""1/4 tsp. soda"", ""2 c. flour""]","[""Mix well and roll out; cut in shapes."", ""Bake at 250\u00b0.""]","butter = Ingredient('btr1', 'butter or shortening', 114, over='too greasy', under='too dry')
sugar = Ingredient('sgr1', 'sugar', 200, over='too sweet', under='too bland')
egg = Ingredient('egg1', 'egg', 50, over='too rubbery', under='too dry')
vanilla = Ingredient('vnl1', 'vanilla', 5, over='too strong', under='too bland')
buttermilk = Ingredient('btm1', 'buttermilk', 15, over='too soggy', under='too dry')
soda = Ingredient('sda1', 'baking soda', 1, over='too soapy', under='too flat')
flour = Ingredient('flr1', 'flour', 250, over='too tough', under='too wet')
","ingredients = [butter, sugar, egg, vanilla, buttermilk, soda, flour]","t1 = Transformation('mix', 'Mix well and roll out; cut in shapes.', [butter, sugar, egg, vanilla, buttermilk, soda, flour], 'dough')
t2 = Transformation('bake', 'Bake at 250°.', [t1.execute()], 'baked_cookies')"
My Favorite Chocolate Cake,"[""2 c. flour"", ""2 c. sugar"", ""1/2 tsp. salt"", ""1 stick butter"", ""1 c. water"", ""1 tsp. vanilla"", ""1/2 c. oil"", ""5 Tbsp. cocoa"", ""2 eggs"", ""1/2 c. buttermilk"", ""1 tsp. soda""]","[""Mix flour, sugar and salt in a mixing bowl."", ""Then in a saucepan melt butter, water, oil and cocoa; bring to a boil and pour over dry ingredients."", ""Add eggs, buttermilk, soda and vanilla."", ""Beat."", ""Bake at 350\u00b0 for 30 minutes."", ""Frost while hot.""]","flour = Ingredient('flr1', 'all-purpose flour', 240, over='too dry', under='too runny')
sugar = Ingredient('sgr2', 'granulated sugar', 400, over='too sweet', under='too bland')
salt = Ingredient('slt3', 'salt', 3, over='too salty', under='too flat')
butter = Ingredient('btr4', 'butter', 113, over='too greasy', under='too dry')
water = Ingredient('wtr5', 'water', 240, over='too soggy', under='too dry')
vanilla = Ingredient('vnl6', 'vanilla extract', 5, over='too perfumed', under='too weak')
oil = Ingredient('oil7', 'vegetable oil', 109, over='too greasy', under='too dry')
cocoa = Ingredient('coc8', 'cocoa powder', 25, over='too bitter', under='too weak')
eggs = Ingredient('egg9', 'eggs', 100, over='too eggy', under='too thin')
buttermilk = Ingredient('btmk', 'buttermilk', 120, over='too tart', under='too bland')
soda = Ingredient('soda', 'baking soda', 5, over='too soapy', under='too dense')

","ingredients = [flour, sugar, salt, butter, water, vanilla, oil, cocoa, eggs, buttermilk, soda]","t1 = Transformation('mix', 'Mix flour, sugar and salt in a mixing bowl.', [flour, sugar, salt], 'dry_mix')
t2 = Transformation('boil', 'Melt butter, water, oil and cocoa; bring to a boil.', [butter, water, oil, cocoa], 'wet_chocolate')
t3 = Transformation('mix', 'Pour wet mixture over dry ingredients and mix.', [t2.execute(), t1.execute()], 'batter_base')
t4 = Transformation('mix', 'Add eggs, buttermilk, soda and vanilla.', [t3.execute(), eggs, buttermilk, soda, vanilla], 'batter_with_eggs')
t5 = Transformation('mix', 'Beat.', [t4.execute()], 'beaten_batter')
t6 = Transformation('bake', 'Bake at 350° for 30 minutes.', [t5.execute()], 'baked_cake')
t7 = Transformation('mix', 'Frost while hot.', [t6.execute()], 'frosted_cake')"
German Chocolate Pound Cake,"[""1 bar German chocolate"", ""2 c. sugar"", ""1 c. shortening"", ""4 eggs"", ""2 tsp. vanilla"", ""1 c. buttermilk"", ""3 c. sifted all-purpose flour"", ""1/2 tsp. soda"", ""1 tsp. salt"", ""2 tsp. butter flavoring""]","[""Partially melt chocolate over hot water."", ""Remove and stir rapidly until melted."", ""Cool."", ""Cream the sugar and shortening."", ""Add eggs, flavoring and buttermilk."", ""Sift together the flour, soda and salt."", ""Add to shortening; mix well."", ""Blend in chocolate."", ""Pour into well-greased and floured 9-inch tube pan."", ""Bake in 300\u00b0 oven for about 1 1/2 hours."", ""Remove from pan while still hot and place under tightly fitting cover until cool.""]","germanchocolate = Ingredient('GCH1', 'German chocolate', 113, over='too rich', under='too bland')
sugar = Ingredient('SUG2', 'sugar', 400, over='too sweet', under='too bland')
shortening = Ingredient('SHR3', 'shortening', 190, over='too greasy', under='too dry')
eggs = Ingredient('EGG4', 'eggs', 200, over='too rubbery', under='too dry')
vanilla = Ingredient('VAN5', 'vanilla', 10, over='too strong', under='too bland')
buttermilk = Ingredient('BTM6', 'buttermilk', 240, over='too sour', under='too dry')
flour = Ingredient('FLR7', 'sifted all-purpose flour', 360, over='too dense', under='too wet')
soda = Ingredient('SDA8', 'baking soda', 2, over='too soapy', under='too flat')
salt = Ingredient('SLT9', 'salt', 6, over='too salty', under='too bland')
butterflavoring = Ingredient('BTF0', 'butter flavoring', 10, over='too artificial', under='too bland')

","ingredients = [germanchocolate, sugar, shortening, eggs, vanilla, buttermilk, flour, soda, salt, butterflavoring]","t1 = Transformation('boil', 'Partially melt chocolate over hot water.', [germanchocolate], 'partially_melted_chocolate')
t2 = Transformation('stir', 'Remove and stir rapidly until melted.', [t1.execute()], 'melted_chocolate')
t3 = Transformation('chill', 'Cool.', [t2.execute()], 'cooled_chocolate')
t4 = Transformation('mix', 'Cream the sugar and shortening.', [sugar, shortening], 'creamed_sugar_shortening')
t5 = Transformation('mix', 'Add eggs, flavoring and buttermilk.', [t4.execute(), eggs, vanilla, buttermilk], 'egg_flavored_batter')
t6 = Transformation('mix', 'Sift together the flour, soda and salt.', [flour, soda, salt], 'sifted_dry_ingredients')
t7 = Transformation('mix', 'Add to shortening; mix well.', [t6.execute(), t5.execute()], 'combined_batter')
t8 = Transformation('mix', 'Blend in chocolate.', [t7.execute(), t3.execute()], 'chocolate_batter')
t9 = Transformation('mix', 'Pour into well-greased and floured 9-inch tube pan.', [t8.execute()], 'panned_batter')
t10 = Transformation('bake', 'Bake in 300° oven for about 1 1/2 hours.', [t9.execute()], 'baked_cake')
t11 = Transformation('chill', 'Remove from pan while still hot and place under tightly fitting cover until cool.', [t10.execute()], 'cooled_cake')"
